frame,candidate_index,kind,u_px,v_px,l_value,a_delta,b_delta,halo_kind,halo_distance_px,halo_u_px,halo_v_px,halo_area,halo_mean_a_delta
612,58,unknown,616.0,308.0,136,-1,4,none,,,,,
612,59,unknown,564.0,426.0,136,0,2,none,,,,,
612,60,unknown,689.0,412.0,133,-2,4,none,,,,,
612,61,unknown,480.0,471.0,133,-1,4,none,,,,,
612,62,unknown,678.0,305.0,131,0,1,none,,,,,
612,63,unknown,675.0,426.0,131,-2,4,none,,,,,
612,64,unknown,703.0,337.0,130,1,2,none,,,,,
612,65,unknown,714.0,391.0,130,0,1,none,,,,,
612,66,unknown,723.0,356.0,127,0,2,none,,,,,
612,67,unknown,816.0,456.0,124,0,2,none,,,,,
612,68,unknown,828.0,527.0,123,0,1,none,,,,,
612,69,unknown,924.0,336.0,120,0,4,none,,,,,
621,0,red,675.0,401.0,196,3,4,red,8.908622539739584,683.5866666666667,403.37333333333333,15,20.0
621,1,green,698.0,426.0,129,0,2,green,21.477541251675202,685.2183673469387,408.73979591836735,36,-27.22222222222222
621,2,unknown,660.0,413.0,200,3,2,none,,,,,
621,3,unknown,609.0,441.0,199,2,3,none,,,,,
621,4,unknown,647.0,423.0,196,3,5,none,,,,,
621,5,unknown,711.0,372.0,195,2,2,none,,,,,
621,6,unknown,587.0,413.0,192,1,3,none,,,,,
621,7,unknown,611.0,346.0,191,2,2,none,,,,,
621,8,unknown,604.0,352.0,191,4,3,none,,,,,
621,9,unknown,624.0,430.0,191,3,7,none,,,,,
621,10,unknown,701.0,358.0,190,3,2,none,,,,,
621,11,unknown,666.0,306.0,187,1,-1,none,,,,,
621,12,unknown,587.0,364.0,187,2,2,none,,,,,
621,13,unknown,691.0,344.0,186,5,3,none,,,,,
621,14,unknown,568.0,378.0,186,2,2,none,,,,,
621,15,unknown,680.0,327.0,185,3,-1,none,,,,,
621,16,unknown,590.0,372.0,184,4,4,none,,,,,
621,17,unknown,985.0,452.0,182,2,-4,none,,,,,
621,18,unknown,974.0,488.0,182,1,-2,none,,,,,
621,19,unknown,659.0,311.0,181,1,0,none,,,,,
621,20,unknown,491.0,366.0,181,2,1,none,,,,,
621,21,unknown,660.0,356.0,180,5,5,none,,,,,
621,22,unknown,985.0,443.0,179,2,-4,none,,,,,
621,23,unknown,644.0,322.0,178,2,2,none,,,,,
621,24,unknown,653.0,315.0,177,2,1,none,,,,,
621,25,unknown,975.0,436.0,177,1,-3,none,,,,,
621,26,unknown,975.0,425.0,175,0,-2,none,,,,,
621,27,unknown,653.0,386.0,174,5,4,none,,,,,
621,28,unknown,988.0,284.0,172,0,0,none,,,,,
621,29,unknown,976.0,352.0,171,1,-2,none,,,,,
621,30,unknown,494.0,200.0,170,0,4,none,,,,,
621,31,unknown,978.0,315.0,170,0,-3,none,,,,,
621,32,unknown,988.0,272.0,168,2,-2,none,,,,,
621,33,unknown,979.0,179.0,166,-1,0,none,,,,,
621,34,unknown,989.0,212.0,166,2,-2,none,,,,,
621,35,unknown,990.0,155.0,165,0,0,none,,,,,
621,36,unknown,979.0,208.0,164,-1,0,none,,,,,
621,37,unknown,490.0,470.0,160,-1,2,none,,,,,
621,38,unknown,781.0,459.0,154,0,2,none,,,,,
621,39,unknown,655.0,300.0,152,1,0,none,,,,,
621,40,unknown,575.0,358.0,147,0,2,none,,,,,
621,41,unknown,783.0,328.0,146,-2,4,none,,,,,
621,42,unknown,567.0,364.0,146,0,2,none,,,,,
621,43,unknown,783.0,358.0,145,-1,4,none,,,,,
621,44,unknown,550.0,377.0,145,0,2,none,,,,,
621,45,unknown,782.0,415.0,145,0,2,none,,,,,
621,46,unknown,448.0,211.0,144,0,5,none,,,,,
621,47,unknown,606.0,335.0,144,0,2,none,,,,,
621,48,unknown,436.0,360.0,144,-1,4,none,,,,,
621,49,unknown,782.0,423.0,144,0,2,none,,,,,
621,50,unknown,619.0,325.0,143,2,1,none,,,,,
621,51,unknown,584.0,351.0,143,0,2,none,,,,,
621,52,unknown,436.0,380.0,143,0,2,none,,,,,
621,53,unknown,626.0,320.0,141,0,2,none,,,,,
621,54,unknown,612.0,331.0,141,0,1,none,,,,,
621,55,unknown,555.0,391.0,141,0,1,none,,,,,
621,56,unknown,528.0,223.0,140,0,5,none,,,,,
621,57,unknown,592.0,345.0,140,0,1,none,,,,,
621,58,unknown,592.0,332.0,137,0,2,none,,,,,
621,59,unknown,425.0,445.0,137,0,1,none,,,,,
621,60,unknown,380.0,480.0,137,0,1,none,,,,,
621,61,unknown,574.0,417.0,135,0,2,none,,,,,
621,62,unknown,552.0,471.0,132,0,1,none,,,,,
621,63,unknown,481.0,514.0,132,0,1,none,,,,,
621,64,unknown,689.0,296.0,131,-1,4,none,,,,,
621,65,unknown,703.0,336.0,131,-2,4,none,,,,,
621,66,unknown,564.0,463.0,131,0,2,none,,,,,
621,67,unknown,601.0,455.0,130,0,0,none,,,,,
621,68,unknown,609.0,467.0,130,-1,0,none,,,,,
621,69,unknown,706.0,318.0,129,-1,4,none,,,,,
621,70,unknown,717.0,390.0,129,1,2,none,,,,,
621,71,unknown,636.0,511.0,129,0,1,none,,,,,
621,72,unknown,632.0,524.0,129,0,1,none,,,,,
621,73,unknown,708.0,243.0,127,0,5,none,,,,,
621,74,unknown,716.0,247.0,127,0,5,none,,,,,
621,75,unknown,735.0,416.0,126,0,2,none,,,,,
621,76,unknown,832.0,379.0,125,0,2,none,,,,,
621,77,unknown,772.0,390.0,125,0,2,none,,,,,
621,78,unknown,816.0,432.0,125,0,2,none,,,,,
621,79,unknown,720.0,507.0,125,0,2,none,,,,,
621,80,unknown,873.0,425.0,124,0,2,none,,,,,
621,81,unknown,820.0,452.0,124,0,2,none,,,,,
621,82,unknown,812.0,457.0,124,0,2,none,,,,,
621,83,unknown,857.0,258.0,123,-1,4,none,,,,,
621,84,unknown,872.0,351.0,123,1,4,none,,,,,
621,85,unknown,860.0,373.0,123,-1,4,none,,,,,
621,86,unknown,772.0,475.0,123,0,3,none,,,,,
621,87,unknown,928.0,283.0,119,0,4,none,,,,,
621,88,unknown,853.0,493.0,119,0,3,none,,,,,
621,89,unknown,943.0,532.0,117,0,1,none,,,,,
621,90,unknown,948.0,211.0,116,-2,4,none,,,,,
621,91,unknown,956.0,323.0,116,0,3,none,,,,,
632,0,green,657.0,414.0,198,3,1,green,23.596518607538894,679.349593495935,406.4308943089431,7,-17.571428571428573
632,1,red,689.0,389.0,190,3,5,red,15.163865287502277,681.4607843137255,402.15686274509807,10,20.4
632,2,unknown,622.0,442.0,206,2,3,none,,,,,
632,3,unknown,643.0,425.0,202,2,4,none,,,,,
632,4,unknown,599.0,427.0,201,3,4,none,,,,,
632,5,unknown,634.0,432.0,200,2,5,none,,,,,
632,6,unknown,711.0,372.0,197,1,2,none,,,,,
632,7,unknown,580.0,402.0,194,3,3,none,,,,,
632,8,unknown,612.0,344.0,192,1,3,none,,,,,
632,9,unknown,601.0,352.0,192,4,1,none,,,,,
632,10,unknown,701.0,356.0,191,4,3,none,,,,,
632,11,unknown,566.0,383.0,189,0,5,none,,,,,
632,12,unknown,691.0,342.0,187,5,5,none,,,,,
632,13,unknown,581.0,367.0,186,0,1,none,,,,,
632,14,unknown,574.0,372.0,186,5,1,none,,,,,
632,15,unknown,676.0,319.0,182,2,3,none,,,,,
632,16,unknown,984.0,495.0,182,1,-2,none,,,,,
632,17,unknown,665.0,306.0,181,2,0,none,,,,,
632,18,unknown,664.0,352.0,181,3,7,none,,,,,
632,19,unknown,984.0,479.0,181,1,-2,none,,,,,
632,20,unknown,974.0,508.0,181,1,-2,none,,,,,
632,21,unknown,983.0,532.0,181,1,-2,none,,,,,
632,22,unknown,985.0,451.0,180,2,-4,none,,,,,
632,23,unknown,493.0,263.0,179,0,4,none,,,,,
632,24,unknown,654.0,313.0,179,-2,4,none,,,,,
632,25,unknown,973.0,530.0,179,2,-4,none,,,,,
632,26,unknown,493.0,273.0,178,0,4,none,,,,,
632,27,unknown,986.0,424.0,177,2,-2,none,,,,,
632,28,unknown,984.0,431.0,177,2,-4,none,,,,,
632,29,unknown,494.0,195.0,175,0,6,none,,,,,
632,30,unknown,491.0,375.0,175,0,1,none,,,,,
632,31,unknown,989.0,263.0,173,1,-2,none,,,,,
632,32,unknown,493.0,282.0,172,1,2,none,,,,,
632,33,unknown,490.0,452.0,169,1,0,none,,,,,
632,34,unknown,979.0,205.0,168,-1,0,none,,,,,
632,35,unknown,978.0,297.0,167,1,-4,none,,,,,
632,36,unknown,979.0,190.0,164,-1,0,none,,,,,
632,37,unknown,549.0,379.0,150,0,2,none,,,,,
632,38,unknown,661.0,295.0,148,0,1,none,,,,,
632,39,unknown,786.0,173.0,147,0,5,none,,,,,
632,40,unknown,653.0,300.0,147,0,2,none,,,,,
632,41,unknown,647.0,304.0,146,0,1,none,,,,,
632,42,unknown,611.0,330.0,146,0,1,none,,,,,
632,43,unknown,783.0,348.0,146,-1,4,none,,,,,
632,44,unknown,557.0,370.0,146,0,2,none,,,,,
632,45,unknown,783.0,337.0,145,-1,4,none,,,,,
632,46,unknown,553.0,386.0,145,0,1,none,,,,,
632,47,unknown,588.0,347.0,144,0,1,none,,,,,
632,48,unknown,785.0,255.0,143,0,4,none,,,,,
632,49,unknown,627.0,318.0,143,0,2,none,,,,,
632,50,unknown,580.0,353.0,143,0,1,none,,,,,
632,51,unknown,782.0,430.0,143,0,2,none,,,,,
632,52,unknown,573.0,414.0,136,0,2,none,,,,,
632,53,unknown,715.0,387.0,130,1,2,none,,,,,
632,54,unknown,718.0,339.0,127,0,2,none,,,,,
632,55,unknown,735.0,367.0,127,-1,4,none,,,,,
632,56,unknown,878.0,396.0,123,0,3,none,,,,,
632,57,unknown,644.0,448.0,108,0,5,none,,,,,
638,0,red,679.0,405.0,249,-10,2,red,3.8264310744591654,682.5214723926381,403.50306748466255,8,20.375
638,1,red,669.0,404.0,200,2,3,red,13.530600784505971,682.5214723926381,403.50306748466255,8,20.375
638,2,red,660.0,411.0,200,3,2,red,23.736484909773043,682.5214723926381,403.50306748466255,8,20.375
638,3,red,687.0,390.0,193,2,3,red,14.226385381580728,682.5214723926381,403.50306748466255,8,20.375
638,4,red,694.0,405.0,132,-2,4,red,11.575724728432517,682.5214723926381,403.50306748466255,8,20.375
638,5,unknown,608.0,437.0,206,3,3,none,,,,,
638,6,unknown,600.0,427.0,205,3,3,none,,,,,
638,7,unknown,623.0,441.0,203,3,4,none,,,,,
638,8,unknown,615.0,447.0,202,2,1,none,,,,,
638,9,unknown,646.0,422.0,200,2,3,none,,,,,
638,10,unknown,712.0,370.0,199,1,0,none,,,,,
638,11,unknown,631.0,434.0,199,3,3,none,,,,,
638,12,unknown,701.0,354.0,194,3,3,none,,,,,
638,13,unknown,580.0,400.0,194,2,4,none,,,,,
638,14,unknown,611.0,344.0,191,0,2,none,,,,,
638,15,unknown,598.0,354.0,191,5,0,none,,,,,
638,16,unknown,605.0,349.0,189,1,1,none,,,,,
638,17,unknown,568.0,384.0,189,0,7,none,,,,,
638,18,unknown,573.0,390.0,189,2,3,none,,,,,
638,19,unknown,617.0,340.0,188,1,3,none,,,,,
638,20,unknown,591.0,359.0,188,3,-1,none,,,,,
638,21,unknown,574.0,372.0,186,4,2,none,,,,,
638,22,unknown,664.0,351.0,181,3,7,none,,,,,
638,23,unknown,986.0,442.0,181,2,-2,none,,,,,
638,24,unknown,975.0,457.0,181,0,0,none,,,,,
638,25,unknown,974.0,531.0,181,1,-2,none,,,,,
638,26,unknown,667.0,304.0,180,1,0,none,,,,,
638,27,unknown,681.0,325.0,180,1,3,none,,,,,
638,28,unknown,492.0,356.0,180,0,2,none,,,,,
638,29,unknown,985.0,474.0,180,2,-5,none,,,,,
638,30,unknown,494.0,235.0,179,1,3,none,,,,,
638,31,unknown,656.0,311.0,178,4,1,none,,,,,
638,32,unknown,676.0,317.0,178,4,3,none,,,,,
638,33,unknown,988.0,360.0,177,2,-3,none,,,,,
638,34,unknown,495.0,180.0,175,0,6,none,,,,,
638,35,unknown,977.0,378.0,174,1,-3,none,,,,,
638,36,unknown,491.0,424.0,173,0,1,none,,,,,
638,37,unknown,979.0,249.0,171,-1,0,none,,,,,
638,38,unknown,978.0,314.0,171,2,-4,none,,,,,
638,39,unknown,978.0,339.0,171,0,-4,none,,,,,
638,40,unknown,980.0,239.0,168,-1,-3,none,,,,,
638,41,unknown,990.0,222.0,167,-1,0,none,,,,,
638,42,unknown,979.0,274.0,167,-1,-2,none,,,,,
638,43,unknown,980.0,196.0,166,0,-2,none,,,,,
638,44,unknown,491.0,444.0,165,0,1,none,,,,,
638,45,unknown,987.0,160.0,162,1,-3,none,,,,,
638,46,unknown,489.0,523.0,159,-1,2,none,,,,,
638,47,unknown,782.0,443.0,153,0,2,none,,,,,
638,48,unknown,780.0,532.0,153,0,1,none,,,,,
638,49,unknown,659.0,295.0,151,0,2,none,,,,,
638,50,unknown,783.0,395.0,148,0,1,none,,,,,
638,51,unknown,563.0,365.0,147,1,0,none,,,,,
638,52,unknown,783.0,383.0,147,0,2,none,,,,,
638,53,unknown,787.0,162.0,146,0,5,none,,,,,
638,54,unknown,642.0,307.0,146,0,0,none,,,,,
638,55,unknown,609.0,331.0,146,-2,4,none,,,,,
638,56,unknown,580.0,352.0,146,0,1,none,,,,,
638,57,unknown,648.0,303.0,145,-1,3,none,,,,,
638,58,unknown,551.0,373.0,145,0,2,none,,,,,
638,59,unknown,786.0,241.0,144,0,5,none,,,,,
638,60,unknown,603.0,335.0,144,0,1,none,,,,,
638,61,unknown,483.0,233.0,143,0,5,none,,,,,
638,62,unknown,485.0,260.0,143,0,5,none,,,,,
638,63,unknown,557.0,390.0,143,0,1,none,,,,,
638,64,unknown,481.0,169.0,141,-3,6,none,,,,,
638,65,unknown,783.0,363.0,141,-1,4,none,,,,,
638,66,unknown,673.0,291.0,139,0,1,none,,,,,
638,67,unknown,585.0,232.0,138,-2,5,none,,,,,
638,68,unknown,439.0,504.0,136,0,2,none,,,,,
638,69,unknown,638.0,171.0,133,0,5,none,,,,,
638,70,unknown,711.0,391.0,130,0,1,none,,,,,
638,71,unknown,629.0,467.0,127,1,0,none,,,,,
638,72,unknown,735.0,364.0,126,0,2,none,,,,,
638,73,unknown,746.0,382.0,126,-1,4,none,,,,,
638,74,unknown,838.0,521.0,123,0,3,none,,,,,
638,75,unknown,645.0,447.0,107,0,6,none,,,,,
641,0,red,691.0,386.0,190,3,4,red,19.30387863909745,682.638036809816,403.39877300613495,8,20.375
641,1,red,685.0,417.0,131,-3,4,red,13.804790684774174,682.638036809816,403.39877300613495,8,20.375
641,2,unknown,623.0,440.0,210,2,4,none,,,,,
641,3,unknown,607.0,435.0,204,2,3,none,,,,,
641,4,unknown,597.0,422.0,201,2,2,none,,,,,
641,5,unknown,655.0,415.0,199,3,3,none,,,,,
641,6,unknown,647.0,421.0,197,2,3,none,,,,,
641,7,unknown,581.0,401.0,193,2,3,none,,,,,
641,8,unknown,575.0,392.0,192,4,1,none,,,,,
641,9,unknown,568.0,383.0,191,2,6,none,,,,,
641,10,unknown,612.0,344.0,189,0,3,none,,,,,
641,11,unknown,598.0,353.0,189,3,-1,none,,,,,
641,12,unknown,694.0,344.0,187,4,3,none,,,,,
641,13,unknown,679.0,321.0,186,3,3,none,,,,,
641,14,unknown,623.0,335.0,186,2,1,none,,,,,
641,15,unknown,702.0,378.0,186,1,3,none,,,,,
641,16,unknown,585.0,363.0,185,2,0,none,,,,,
641,17,unknown,578.0,368.0,185,3,2,none,,,,,
641,18,unknown,666.0,304.0,181,2,1,none,,,,,
641,19,unknown,634.0,344.0,181,5,5,none,,,,,
641,20,unknown,664.0,351.0,181,3,7,none,,,,,
641,21,unknown,494.0,256.0,180,1,3,none,,,,,
641,22,unknown,985.0,488.0,180,2,-5,none,,,,,
641,23,unknown,687.0,333.0,179,3,3,none,,,,,
641,24,unknown,495.0,198.0,178,0,6,none,,,,,
641,25,unknown,493.0,301.0,177,0,2,none,,,,,
641,26,unknown,493.0,327.0,177,0,2,none,,,,,
641,27,unknown,990.0,252.0,173,-1,0,none,,,,,
641,28,unknown,979.0,274.0,172,-2,-1,none,,,,,
641,29,unknown,978.0,327.0,172,0,-4,none,,,,,
641,30,unknown,978.0,371.0,172,2,-4,none,,,,,
641,31,unknown,491.0,442.0,171,0,1,none,,,,,
641,32,unknown,979.0,291.0,169,-1,-3,none,,,,,
641,33,unknown,980.0,259.0,168,-1,-3,none,,,,,
641,34,unknown,979.0,303.0,167,-1,-3,none,,,,,
641,35,unknown,990.0,227.0,166,-1,0,none,,,,,
641,36,unknown,781.0,495.0,153,0,2,none,,,,,
641,37,unknown,782.0,452.0,152,0,2,none,,,,,
641,38,unknown,551.0,373.0,150,0,2,none,,,,,
641,39,unknown,783.0,399.0,150,0,2,none,,,,,
641,40,unknown,780.0,532.0,150,0,1,none,,,,,
641,41,unknown,646.0,304.0,148,0,0,none,,,,,
641,42,unknown,561.0,366.0,148,0,1,none,,,,,
641,43,unknown,657.0,296.0,147,-1,2,none,,,,,
641,44,unknown,610.0,330.0,146,0,2,none,,,,,
641,45,unknown,577.0,354.0,145,0,2,none,,,,,
641,46,unknown,786.0,218.0,143,0,4,none,,,,,
641,47,unknown,483.0,237.0,143,0,5,none,,,,,
641,48,unknown,485.0,250.0,143,0,5,none,,,,,
641,49,unknown,631.0,314.0,143,-1,4,none,,,,,
641,50,unknown,782.0,472.0,143,0,2,none,,,,,
641,51,unknown,785.0,316.0,142,-2,4,none,,,,,
641,52,unknown,603.0,335.0,140,0,1,none,,,,,
641,53,unknown,581.0,184.0,137,-1,5,none,,,,,
641,54,unknown,439.0,504.0,136,0,2,none,,,,,
641,55,unknown,691.0,294.0,131,-2,4,none,,,,,
641,56,unknown,712.0,390.0,130,0,2,none,,,,,
641,57,unknown,723.0,352.0,127,-1,4,none,,,,,
641,58,unknown,637.0,465.0,127,0,2,none,,,,,
641,59,unknown,839.0,530.0,123,0,3,none,,,,,
641,60,unknown,881.0,208.0,122,0,5,none,,,,,
684,0,red,664.0,407.0,199,4,1,red,12.783238284480564,676.7395833333334,405.94444444444446,12,24.0
684,1,red,658.0,412.0,199,2,3,red,19.693697890273565,676.7395833333334,405.94444444444446,12,24.0
684,2,red,679.0,418.0,132,1,4,red,12.265639129700107,676.7395833333334,405.94444444444446,12,24.0
684,3,unknown,602.0,423.0,204,2,5,none,,,,,
684,4,unknown,645.0,422.0,201,1,4,none,,,,,
684,5,unknown,651.0,417.0,197,3,3,none,,,,,
684,6,unknown,712.0,363.0,196,2,1,none,,,,,
684,7,unknown,607.0,346.0,194,2,1,none,,,,,
684,8,unknown,587.0,403.0,194,3,2,none,,,,,
684,9,unknown,579.0,392.0,193,2,3,none,,,,,
684,10,unknown,701.0,347.0,191,1,4,none,,,,,
684,11,unknown,575.0,370.0,187,1,3,none,,,,,
684,12,unknown,670.0,301.0,185,0,1,none,,,,,
684,13,unknown,627.0,331.0,185,0,1,none,,,,,
684,14,unknown,683.0,321.0,184,2,3,none,,,,,
684,15,unknown,986.0,523.0,183,1,-2,none,,,,,
684,16,unknown,679.0,314.0,182,3,2,none,,,,,
684,17,unknown,637.0,324.0,181,3,3,none,,,,,
684,18,unknown,978.0,456.0,181,0,0,none,,,,,
684,19,unknown,662.0,306.0,180,1,3,none,,,,,
684,20,unknown,688.0,328.0,179,4,3,none,,,,,
684,21,unknown,990.0,403.0,178,1,-1,none,,,,,
684,22,unknown,655.0,311.0,177,1,2,none,,,,,
684,23,unknown,979.0,395.0,177,1,-1,none,,,,,
684,24,unknown,495.0,364.0,176,-1,4,none,,,,,
684,25,unknown,498.0,175.0,174,0,4,none,,,,,
684,26,unknown,981.0,311.0,172,1,-2,none,,,,,
684,27,unknown,983.0,228.0,171,0,0,none,,,,,
684,28,unknown,982.0,283.0,169,-1,-3,none,,,,,
684,29,unknown,493.0,474.0,167,0,1,none,,,,,
684,30,unknown,989.0,251.0,166,-1,-3,none,,,,,
684,31,unknown,494.0,405.0,165,0,2,none,,,,,
684,32,unknown,494.0,436.0,164,0,2,none,,,,,
684,33,unknown,493.0,488.0,161,1,0,none,,,,,
684,34,unknown,492.0,507.0,160,1,0,none,,,,,
684,35,unknown,783.0,508.0,157,0,2,none,,,,,
684,36,unknown,784.0,463.0,153,0,2,none,,,,,
684,37,unknown,664.0,291.0,150,0,1,none,,,,,
684,38,unknown,648.0,302.0,150,0,1,none,,,,,
684,39,unknown,789.0,233.0,148,0,4,none,,,,,
684,40,unknown,579.0,352.0,148,1,0,none,,,,,
684,41,unknown,563.0,364.0,148,0,2,none,,,,,
684,42,unknown,787.0,331.0,147,0,4,none,,,,,
684,43,unknown,554.0,377.0,147,0,2,none,,,,,
684,44,unknown,789.0,217.0,146,0,5,none,,,,,
684,45,unknown,789.0,223.0,146,0,5,none,,,,,
684,46,unknown,791.0,155.0,145,0,2,none,,,,,
684,47,unknown,621.0,321.0,144,-1,4,none,,,,,
684,48,unknown,615.0,326.0,144,0,2,none,,,,,
684,49,unknown,595.0,340.0,144,0,2,none,,,,,
684,50,unknown,609.0,330.0,143,0,2,none,,,,,
684,51,unknown,786.0,362.0,143,0,2,none,,,,,
684,52,unknown,601.0,335.0,141,0,2,none,,,,,
684,53,unknown,384.0,416.0,140,0,2,none,,,,,
684,54,unknown,572.0,274.0,139,0,4,none,,,,,
684,55,unknown,559.0,155.0,138,-1,4,none,,,,,
684,56,unknown,455.0,412.0,138,0,2,none,,,,,
684,57,unknown,640.0,207.0,133,0,5,none,,,,,
684,58,unknown,597.0,439.0,131,0,0,none,,,,,
684,59,unknown,671.0,435.0,130,-2,5,none,,,,,
684,60,unknown,656.0,471.0,129,0,2,none,,,,,
684,61,unknown,599.0,455.0,128,-1,2,none,,,,,
684,62,unknown,740.0,363.0,126,0,2,none,,,,,
684,63,unknown,828.0,283.0,125,0,4,none,,,,,
684,64,unknown,772.0,440.0,124,0,2,none,,,,,
684,65,unknown,772.0,471.0,124,0,2,none,,,,,
684,66,unknown,776.0,481.0,124,0,2,none,,,,,
684,67,unknown,775.0,494.0,123,0,3,none,,,,,
687,0,red,688.0,407.0,131,-1,3,red,13.424031618796445,674.9233870967741,410.0342741935484,23,21.565217391304348
687,1,green,699.0,396.0,130,-1,2,green,19.515690130314173,679.4896645205015,396.4571331751948,102,-28.931372549019606
687,2,red,678.0,418.0,130,-1,5,red,8.539223300737872,674.9233870967741,410.0342741935484,23,21.565217391304348
687,3,unknown,623.0,439.0,205,3,5,none,,,,,
687,4,unknown,608.0,431.0,202,2,4,none,,,,,
687,5,unknown,601.0,422.0,200,1,4,none,,,,,
687,6,unknown,586.0,402.0,196,3,4,none,,,,,
687,7,unknown,713.0,365.0,194,3,2,none,,,,,
687,8,unknown,581.0,395.0,193,4,1,none,,,,,
687,9,unknown,608.0,345.0,192,2,1,none,,,,,
687,10,unknown,615.0,340.0,191,3,2,none,,,,,
687,11,unknown,697.0,342.0,189,4,3,none,,,,,
687,12,unknown,596.0,354.0,188,4,3,none,,,,,
687,13,unknown,679.0,315.0,184,3,3,none,,,,,
687,14,unknown,577.0,368.0,184,4,2,none,,,,,
687,15,unknown,986.0,512.0,183,1,-2,none,,,,,
687,16,unknown,989.0,413.0,182,1,-2,none,,,,,
687,17,unknown,683.0,321.0,181,3,3,none,,,,,
687,18,unknown,689.0,330.0,181,5,4,none,,,,,
687,19,unknown,989.0,425.0,180,2,-3,none,,,,,
687,20,unknown,990.0,387.0,179,1,-1,none,,,,,
687,21,unknown,989.0,404.0,179,1,-2,none,,,,,
687,22,unknown,977.0,486.0,179,1,-3,none,,,,,
687,23,unknown,985.0,500.0,179,2,-4,none,,,,,
687,24,unknown,990.0,371.0,178,1,-3,none,,,,,
687,25,unknown,978.0,502.0,178,2,-4,none,,,,,
687,26,unknown,498.0,160.0,177,0,5,none,,,,,
687,27,unknown,656.0,310.0,177,3,2,none,,,,,
687,28,unknown,979.0,380.0,177,1,-1,none,,,,,
687,29,unknown,980.0,335.0,172,1,-3,none,,,,,
687,30,unknown,982.0,264.0,171,1,-3,none,,,,,
687,31,unknown,983.0,213.0,169,0,0,none,,,,,
687,32,unknown,983.0,229.0,169,-2,-2,none,,,,,
687,33,unknown,494.0,380.0,167,0,2,none,,,,,
687,34,unknown,493.0,454.0,167,0,1,none,,,,,
687,35,unknown,492.0,502.0,165,0,1,none,,,,,
687,36,unknown,990.0,183.0,163,0,-2,none,,,,,
687,37,unknown,990.0,171.0,162,-1,0,none,,,,,
687,38,unknown,664.0,291.0,154,0,1,none,,,,,
687,39,unknown,782.0,530.0,153,0,2,none,,,,,
687,40,unknown,646.0,303.0,148,0,1,none,,,,,
687,41,unknown,564.0,363.0,148,0,2,none,,,,,
687,42,unknown,787.0,312.0,147,0,4,none,,,,,
687,43,unknown,588.0,345.0,147,1,0,none,,,,,
687,44,unknown,553.0,371.0,146,0,2,none,,,,,
687,45,unknown,578.0,352.0,145,1,0,none,,,,,
687,46,unknown,786.0,352.0,145,0,1,none,,,,,
687,47,unknown,598.0,337.0,143,0,2,none,,,,,
687,48,unknown,629.0,315.0,141,-1,3,none,,,,,
687,49,unknown,621.0,321.0,141,1,0,none,,,,,
687,50,unknown,785.0,385.0,141,0,2,none,,,,,
687,51,unknown,559.0,386.0,141,0,2,none,,,,,
687,52,unknown,384.0,416.0,140,0,2,none,,,,,
687,53,unknown,571.0,402.0,138,0,2,none,,,,,
687,54,unknown,455.0,408.0,138,0,2,none,,,,,
687,55,unknown,640.0,207.0,133,0,5,none,,,,,
687,56,unknown,671.0,435.0,130,-2,5,none,,,,,
687,57,unknown,709.0,390.0,129,0,2,none,,,,,
687,58,unknown,656.0,471.0,129,0,2,none,,,,,
687,59,unknown,726.0,380.0,128,-1,2,none,,,,,
687,60,unknown,599.0,442.0,128,0,0,none,,,,,
687,61,unknown,635.0,460.0,128,-1,2,none,,,,,
687,62,unknown,728.0,354.0,126,0,2,none,,,,,
687,63,unknown,828.0,283.0,125,0,4,none,,,,,
687,64,unknown,776.0,451.0,123,0,3,none,,,,,
687,65,unknown,828.0,503.0,123,0,3,none,,,,,
687,66,unknown,842.0,486.0,122,0,3,none,,,,,
708,0,unknown,640.0,428.0,204,2,3,none,,,,,
708,1,unknown,621.0,443.0,204,2,3,none,,,,,
708,2,unknown,601.0,419.0,201,2,3,none,,,,,
708,3,unknown,717.0,368.0,194,1,2,none,,,,,
708,4,unknown,703.0,347.0,188,3,3,none,,,,,
708,5,unknown,581.0,367.0,188,2,1,none,,,,,
708,6,unknown,572.0,379.0,188,3,5,none,,,,,
708,7,unknown,599.0,354.0,187,1,2,none,,,,,
708,8,unknown,602.0,367.0,185,5,4,none,,,,,
708,9,unknown,501.0,159.0,183,0,6,none,,,,,
708,10,unknown,499.0,272.0,182,0,5,none,,,,,
708,11,unknown,593.0,383.0,182,4,7,none,,,,,
708,12,unknown,990.0,484.0,182,1,-2,none,,,,,
708,13,unknown,979.0,507.0,182,2,-3,none,,,,,
708,14,unknown,669.0,303.0,181,0,1,none,,,,,
708,15,unknown,687.0,323.0,181,3,3,none,,,,,
708,16,unknown,651.0,316.0,180,2,3,none,,,,,
708,17,unknown,980.0,468.0,180,2,-4,none,,,,,
708,18,unknown,980.0,525.0,180,-1,-2,none,,,,,
708,19,unknown,980.0,456.0,179,1,-3,none,,,,,
708,20,unknown,990.0,459.0,179,1,-3,none,,,,,
708,21,unknown,989.0,501.0,179,4,-5,none,,,,,
708,22,unknown,981.0,434.0,177,1,-3,none,,,,,
708,23,unknown,660.0,333.0,176,2,8,none,,,,,
708,24,unknown,497.0,376.0,175,0,2,none,,,,,
708,25,unknown,981.0,423.0,175,-1,-3,none,,,,,
708,26,unknown,983.0,347.0,174,1,-1,none,,,,,
